,Character,dialogue,season,chapter
7521,Podrick Payne, My lady!,5,2
7522,Brienne Of Tarth, What is it?,5,2
7523,Podrick Payne, Sansa Stark. (Brienne begins to turn around) Don't look!,5,2
7524,Brienne Of Tarth, You sure?,5,2
7525,Podrick Payne," She's dyed her hair, but it's her. She's sitting with Petyr Baelish.",5,2
7526,Brienne Of Tarth, Littlefinger?,5,2
7527,Podrick Payne, A bunch of knights with him.,5,2
7528,Podrick Payne," 10, I think. Too many. My lady, I don't think this is the right--",5,2
7529,Brienne Of Tarth, Ready the horses.,5,2
7530,Podrick Payne, We only have one horse.,5,2
7531,Brienne Of Tarth, Find more.,5,2
7532,Petyr Baelish, Do you like the taste?,5,2
7533,Sansa Stark, I don't see what all the fuss is about. Why do men love it so much?,5,2
7534,Petyr Baelish, It gives some men courage.,5,2
7535,Sansa Stark, Does it give you courage?,5,2
7536,Guard, That's far enough.,5,2
7537,Brienne Of Tarth," Lord Baelish, Lady Sansa, my name is Brienne of Tarth.",5,2
7538,Petyr Baelish," We've met. With Renly Baratheon. What did he say about you? He said, ""You're a loyalty comes free of charge."" Someone appears to have paid quite a bit for it since then.",5,2
7539,Brienne Of Tarth," Lady Sansa, before your mother's death, I was her sworn sword. I gave my word I would find you and protect you. I will shield your back and keep your council, and give my life for yours if need be. I swear it by the old gods and the new.",5,2
7540,Petyr Baelish," Please, Lady Brienne. No need for such formality. (Brienne gets up) You are Catelyn Stark's sworn sword?",5,2
7541,Brienne Of Tarth, I was.,5,2
7542,Petyr Baelish, Strange. I knew Cat from the time we were children. She never mentioned you.,5,2
7543,Brienne Of Tarth, It was after Renly's murder.,5,2
7544,Petyr Baelish," Ah, yes. You were accused of killing him.",5,2
7545,Brienne Of Tarth, I tried to save him.,5,2
7546,Petyr Baelish, But you were accused.,5,2
7547,Brienne Of Tarth, By men who didn't see what happened.,5,2
7548,Petyr Baelish, Then what did happen?,5,2
7549,Brienne Of Tarth, He was murdered by a shadow. A shadow with a face of Stannis Baratheon.,5,2
7550,Petyr Baelish, A shadow? With a face? (scoffs) This woman swore to protect Renly; she failed. She swore to protect your mother; she failed. Why would I want somebody with your history of failure guiding Lady Sansa?,5,2
7551,Brienne Of Tarth, Why should you have any say in her affairs?,5,2
7552,Petyr Baelish," Because I am her uncle. I married her Aunt Lysa shortly before my beloved’s untimely death. We're family now, and you're an outsider. Forgive me, Lady Brienne, but experiences made me wary of outsiders.",5,2
7553,Brienne Of Tarth," Lady Sansa, if we can have a word alone--",5,2
7554,Sansa Stark, No.,5,2
7555,Brienne Of Tarth," Please, my lady. If I could explain--",5,2
7556,Sansa Stark, I saw you at Joffrey's wedding bowing to the king.,5,2
7557,Brienne Of Tarth, Neither of us wanted to be there. Sometimes we don't have a choice.,5,2
7558,Sansa Stark, And sometimes we do. You should leave.,5,2
7559,Petyr Baelish, We don't want our new friend wandering the countryside alone. The roads of these parts aren't safe. Why don't you stay?,5,2
7560,Knight 1, He asked you to stay.,5,2
7561,Guard, After her!,5,2
7562,Brienne Of Tarth, Podrick! (Podrick screams as he loses control of the horse),5,2
7563,Podrick Payne," Stop, stop, stop! (Horse stops) That’s a good boy.",5,2
7564,Knight, I guess that means you’re unarmed.,5,2
7565,Brienne Of Tarth," Down, Podrick, down!",5,2
7566,Brienne Of Tarth, Podrick?,5,2
7567,Podrick Payne," Yes, my lady?",5,2
7568,Brienne Of Tarth, You can stand now.,5,2
7569,Podrick Payne," Yes, my lady. (stands) Sansa Stark?",5,2
7570,Brienne Of Tarth," Wary of strangers, as she should me. I saw her riding on the East Trail with Littlefinger. We’ll follow them.",5,2
7571,Podrick Payne," My lady, if those Stark girls refused your service, maybe you’re released from your vow.",5,2
7572,Brienne Of Tarth, I swore to their mother I’d protect those girls.,5,2
7573,Podrick Payne, If they don’t want your protection--,5,2
7574,Brienne Of Tarth, Do you think she’s safe from Littlefinger?,5,2
7575,Podrick Payne," (pause) No, my lady.",5,2
7576,Brienne Of Tarth, Get your horse.,5,2
7577,Jaime Lannister, A summons from the queen.,5,2
7578,Cersei Lannister, There are only two like it in the world: the one I’m wearing and the one I gave to Myrcella.,5,2
7579,Cersei Lannister, There are only two like it in the world: the one I’m wearing and the one I gave to Myrcella.,5,2
7580,Jaime Lannister, It’s a threat.,5,2
7581,Cersei Lannister," Of course it’s a threat! Our daughter’s in Dorne surrounded by people who hate our family. (mocking) ""It's a threat.""",5,2
7582,Jaime Lannister, No note.,5,2
7583,Cersei Lannister," They blame us for the death of Oberyn and his sister, and every other tragedy that’s befallen their cursed country. I will burn their cities to the ground if they touch her!",5,2
7584,Jaime Lannister, Softer.,5,2
7585,Cersei Lannister, What?,5,2
7586,Jaime Lannister, Not so loud.,5,2
7587,Cersei Lannister," Our daughter’s in danger, and you’re worried I’m speaking too loudly!",5,2
7588,Jaime Lannister, The world can't know knows she’s our daughter.,5,2
7589,Cersei Lannister, Then don’t call her your daughter. You’ve never been a father to her.,5,2
7590,Jaime Lannister," If I was the father to any of my children, they’d be stoned in the streets.",5,2
7591,Cersei Lannister, And what has your caution brought? Our eldest child murdered at his own wedding. Our only daughter shipped off to Dorne. Our baby boy sent to marry that smirking whore from Highgarden.,5,2
7592,Jaime Lannister, I’ll make things better.,5,2
7593,Cersei Lannister, You never made anything better.,5,2
7594,Jaime Lannister, I’m going to Dorne. I’ll bring our daughter home.,5,2
7595,Cersei Lannister, You can’t just ask Prince Doran to give her back! She’s promised his son.,5,2
7596,Jaime Lannister, I’m not going to ask him anything.,5,2
7597,Cersei Lannister," You go there with an army, it’s an act of war.",5,2
7598,Jaime Lannister, No army. Do you know where they’re keeping her?,5,2
7599,Cersei Lannister, Oberyn mentioned the Water Gardens.,5,2
7600,Jaime Lannister," I’ll find her. Is there anything else, your grace?",5,2
7601,Cersei Lannister, (scoffs) You’re going to Dorne? A one-handed man? Alone?,5,2
7602,Jaime Lannister, I never said I was going alone. (exit Jaime),5,2
7603,Lollys Stokeworth," No sunflowers. I don't like yellow. Roses are very nice, definitely roses. And music. I adore music. But no flutes, I hate flutes! We can have a harp if you like, but no flutes. Then there's the food. Food is the most important thing, don't you agree? We're going to need pigeon pies. That's what they eat in the capital, don't they?",5,2
7604,Lollys, Don't they?,5,2
7605,Bronn Of The Blackwater, Don't who?,5,2
7606,Lollys, People eat pigeon pie in the capital.,5,2
7607,Bronn Of The Blackwater," They certainly do, my dear. They certainly do.",5,2
7608,Bronn Of The Blackwater," It's a fine place, isn't it? A fine place. I never thought I'd end up settling down in a place like this.",5,2
7609,Lollys, You won't.,5,2
7610,Bronn Of The Blackwater, Pardon?,5,2
7611,Lollys," We won't get to live at Stokeworth. When Mother dies, my sister gets the castle because she's older.",5,2
7612,Bronn Of The Blackwater, Oh.,5,2
7613,Lollys," She hates me. She calls me mean names, and sometimes even still she pulls my hair when Mother isn't looking.",5,2
7614,Bronn Of The Blackwater, You know what I think? I think you're a good person. And your sister is a mean person.,5,2
7615,Lollys, She is.,5,2
7616,Bronn Of The Blackwater," I've been all over the world. And if there's one thing I've learned, it's that meanness comes around. People like your sister, they always get what's coming to them eventually. One way or another.",5,2
7617,Lollys, Who's that?,5,2
7618,Bronn Of The Blackwater, Jaime fucking Lannister.,5,2
7619,Bronn Of The Blackwater, Ser Jaime.,5,2
7620,Jaime Lannister, Ser Bronn of the Blackwater.,5,2
7621,Bronn Of The Blackwater, I was very sorry to hear about your father.,5,2
7622,Jaime Lannister, Thank you.,5,2
7623,Bronn Of The Blackwater," This is my betrothed, Lollys.",5,2
7624,Jaime Lannister, A pleasure. (he kisses her hand),5,2
7625,Bronn Of The Blackwater," Run along, love.",5,2
7626,Jaime Lannister, Beautiful bride you've chosen. When were you planning on getting married?,5,2
7627,Bronn Of The Blackwater, Just get on with it.,5,2
7628,Jaime Lannister, On with what?,5,2
7629,Bronn Of The Blackwater, What you're here for. There's no way this little visit could possibly mean anything good for me.,5,2
7630,Jaime Lannister, It's very good for you.,5,2
7631,Bronn Of The Blackwater, Lollys will be marrying Ser Wyllis Bracken.,5,2
7632,Jaime Lannister, Mmm.,5,2
7633,Bronn Of The Blackwater," We made a deal, your sister and I.",5,2
7634,Jaime Lannister, I would have advised against that.,5,2
7635,Bronn Of The Blackwater, How is this good for me?,5,2
7636,Jaime Lannister," 'Cause you're going to come with me and help me with something important. And when we return, I'm going to give you a much better girl, and a much better castle.",5,2
7637,Bronn Of The Blackwater, Return from where?,5,2
7638,Jaime Lannister, As far south as south goes.,5,2
7639,Trystane, My future queen.,5,2
7640,Areo, The prince does not wish to be disturbed.,5,2
7641,Ellaria," Remove myself from my path, or I'll take that long axe and shove it--",5,2
7642,Doran, Captain. Let her pass.,5,2
7643,Ellaria," Your brother was murdered, and you sit here at the Water Gardens, staring at the sky and doing nothing.",5,2
7644,Doran," Oberyn was slain during a trial by combat. By law, that is not murder.",5,2
7645,Ellaria, Your brother--,5,2
7646,Doran, You don't have to remind me. He was my brother long before he was anything to you.,5,2
7647,Ellaria, What will you do about his death.,5,2
7648,Doran, I will bury him. I will mourn for him.,5,2
7649,Ellaria, You would have me go to war?,5,2
7650,Doran, You would have me go to war?,5,2
7651,Ellaria, The whole country would have you go to war.,5,2
7652,Doran, Then we are lucky the whole country does not decide.,5,2
7653,Ellaria, The Sand Snakes are with me. They have the love of their people. They will avenge your father while you sit here in your chair doing nothing.,5,2
7654,Ellaria," Oberyn is dead. And this Lannister girl skips about the Water Gardens eating our food, breathing our air. How many of your brothers and sisters do they have to kill?",5,2
7655,Doran, I loved my brother. And you made him very happy. For that you will always have a place in my heart. But we do not mutilate little girls for vengeance. Not here. Not while I rule.,5,2
7656,Ellaria, And how long will that be?,5,2
7657,Daario Naharis, The Unsullied are too conspicuous.,5,2
7658,Daario Naharis," Anyone can see you coming from a mile off. Of course you haven't found any Sons of the Harpy. You haven't, have you?",5,2
7659,Daario Naharis," My Second Sons, on the other hand, they drink, they whore, fight in the streets--they blend in. They overhear things in taverns, follow people from the taverns to nice, quiet alleys, break a few fingers, overhear a few more things. Before you know it...",5,2
7660,Grey Worm, No one here. We go.,5,2
7661,Daario Naharis, In a hurry? You're afraid?,5,2
7662,Grey Worm, Unsullied fear nothing.,5,2
7663,Daario Naharis," Right. That's your problem. You understood fear once, long ago, but you've forgotten what it means. Someone who's forgotten fear has forgotten how to hide.",5,2
7664,Daario Naharis, Fear is useful that way.,5,2
7665,Mossador," Sons of the Harpy, they want to put a collar back on my neck. On all of our necks. Please, Your Grace, you must kill him.",5,2
7666,Daenerys Targaryen, It would send a message.,5,2
7667,Barristan Selmy," I think you should exercise restraint, Your Grace.",5,2
7668,Daenerys Targaryen, Why?,5,2
7669,Barristan Selmy," For one thing, he may have valuable information.",5,2
7670,Daario Naharis, The Son of the Harpy has no more valuable information.,5,2
7671,Barristan Selmy, How do you know that?,5,2
7672,Daario Naharis, Because I questioned him.,5,2
